"META_INSTANCE_ID","ANIMAL_ID","LOCATION_OF_EVENT_REGION","LOCATION_OF_EVENT_DISTRICT","LOCATION_OF_EVENT_WARD","LOCATION_OF_EVENT_VILLAGE","Loc_ID","Loc_ID_w","Loc_ID_d","DATE_OF_INVESTIGATION","TYPE_OF_INVESTIGATION","IS_INVESTGATION_LINKED","ANIMAL_TYPE","ANIMAL_TYPE_WILDLIFE","NUMBER_OF_PEOPLE_BITTEN","NO_OF_PEOPLE_BITTEN_REPEAT_COUNT","OTHER_ANIMALS_BITTEN","OTHER_ANIMALS_BITTEN_SPECIFY","WAS_ANIMAL_OWNED","ANIMAL_AGE","ANIMAL_SEX","IS_ANIMAL_VACCINATED","YEAR_VACCINATED","ANIMAL_FOUND","ANIMAL_OUTCOME","DEATH_CAUSE","SAMPLE_COLLECTED","WHY_SAMPLE_WAS_NOT_TAKEN","SAMPLE_WAS_COLLECTED_SAMPLE_DATE","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED","SAMPLE_WAS_COLLECTED_LOCATION_SAMPLE_STORED_OTHER","SAMPLE_WAS_COLLECTED_DATE_TAKEN_TO_LAB","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_DONE","SAMPLE_WAS_COLLECTED_LATERAL_FLOW_TEST_OUTCOME","REASON_FOR_REPORT","REASON_FOR_REPORT_OTHER","REPORTED_FROM","RISK_ASSESSMENT","ASSESSMENT_DECISION","Date_proxy","Year","Month","Day","jmonth","jday","Year_month","Assessment","correction_type","IBCM_start","VICTIM_ENV","HE_aggressive","HE_approach_dog","HE_no_provocation","HE_playing","HE_scared_of_dogs","HE_noise","HE_throwing_things","HE_running","ANIMAL_ENV","AE_chained","AE_fenced","AE_lots_of_dogs","AE_on_owners_property","AE_from_unknown_place","AE_lots_of_people","SYMPTOMS","S_abnormal_vocalization","S_restlessness","S_active_during_day","S_dullness","S_tameness","S_excessive_salivation","S_hypersexuality","S_unprovoked_aggression","S_paralysis"
"uuid:b04c49a2-8906-46e6-86a8-84e93ac4457e",NA,"Morogoro","Kilosa","Mabula","Mabula","Village-Morogoro-Kilosa-Mabula-Mabula","Ward-Morogoro-Kilosa-Mabula","District-Morogoro-Kilosa",2018-06-12,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2018-06-12,2018,6,162,6,162,"2018-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b0812ec6-7056-4065-94cc-237fca4c4b9f",NA,"Mara","Bunda","Bunda Stoo","Bunda Stoo","Village-Mara-Bunda-Bunda Stoo-Bunda Stoo","Ward-Mara-Bunda Township Authority-Bunda Stoo","District-Mara-Bunda Township Authority",2019-01-14,"phone_consultation","yes","dog",NA,0,0,"none",NA,"unknown","juvenile","female","no",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"healthy",2019-01-14,2019,1,13,13,25,"2019-1","Healthy","Correction Spreadsheet","2018-06-01","scared_of_dogs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"hyper_sexuality",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"uuid:b0e44625-3884-414d-8217-5be0ad165b55",NA,"Morogoro","Ulanga","Mahenge","Safari Road","Village-Morogoro-Ulanga-Mahenge-Safari Road","Ward-Morogoro-Ulanga-Mahenge","District-Morogoro-Ulanga",2019-05-24,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"suspicious_for_of_rabies",2019-05-24,2019,5,143,17,155,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,tameness,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"uuid:b0f026ca-3213-40ec-a891-17dbbec9868b",NA,"Morogoro","Ulanga",NA,NA,"Village-Morogoro-Ulanga-NA-NA","Ward-Morogoro-Ulanga-NA","District-Morogoro-Ulanga",2019-05-21,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2019-05-21,2019,5,140,17,152,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b1e83c9f-37f2-41ea-9429-919ef5119fee",NA,"Morogoro","Morogoro Urban",NA,NA,"Village-Morogoro-Morogoro Urban-NA-NA","Ward-Morogoro-Morogoro Urban-NA","District-Morogoro-Morogoro Urban",2019-02-06,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2019-02-06,2019,2,36,14,48,"2019-2","Suspect","Not altered","2018-08-01","running",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"dullness",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b1fc9d96-cbfd-400c-88e6-c99ef8f3b13d",NA,"Morogoro","Morogoro Urban","Bigwa","Bigwa Barabarani","Village-Morogoro-Morogoro Urban-Bigwa-Bigwa Barabarani","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-06-03,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2019-06-03,2019,6,153,18,165,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b21fbaf1-a3b8-448b-91d6-6e585013e8b0",NA,"Mara","Tarime","Turwa","Tagota","Village-Mara-Tarime-Turwa-Tagota","Ward-Mara-Tarime Township Authority-Kenyamanyori","District-Mara-Tarime Township Authority",2018-07-27,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","juvenile","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_members",NA,"suspicious_for_of_rabies",2018-07-27,2018,7,207,7,207,"2018-7","Suspect","Correction Spreadsheet","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b23bc314-a3d6-42c4-8c8e-25684e9e4d47",NA,"Lindi","Kilwa","Nanjirinji","Nanjiri 'B'","Village-Lindi-Kilwa-Nanjirinji-Nanjiri 'B'","Ward-Lindi-Kilwa-Nanjirinji","District-Lindi-Kilwa",2019-03-05,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","female","no",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"suspicious_for_of_rabies",2019-03-05,2019,3,63,15,75,"2019-3","Suspect","Correction Spreadsheet","2018-07-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b2663e07-ba77-464b-9eb8-86b5da31b016",NA,"Morogoro","Ulanga",NA,NA,"Village-Morogoro-Ulanga-NA-NA","Ward-Morogoro-Ulanga-NA","District-Morogoro-Ulanga",2019-06-24,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","no",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-06-24,2019,6,174,18,186,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b439c0a3-8723-44df-b2a9-8ca7a0952196",NA,"Morogoro","Morogoro Urban","Kilakala","Kilakala","Village-Morogoro-Morogoro Urban-Kilakala-Kilakala","Ward-Morogoro-Morogoro Urban-Kilakala","District-Morogoro-Morogoro Urban",2019-05-08,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"unknown",2019-05-08,2019,5,127,17,139,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b497c442-1962-42d6-8a96-b9780385b0fb",NA,"Mtwara","Tandahimba","Kwanyama","Huruma","Village-Mtwara-Tandahimba-Kwanyama-Huruma","Ward-Mtwara-Tandahimba-Kwanyama","District-Mtwara-Tandahimba",2019-05-05,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","adult","male","no",NA,"no","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker","eating,normal_behaviour","healthy",2019-05-05,2019,5,124,17,136,"2019-5","Healthy","Not altered","2018-06-01","aggressive,noise,playing,running,scared_of_dogs",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b53863c1-ca69-4193-a2bb-0ca22b8dc9e7",NA,"Morogoro","Kilosa","Msowero","Msowero","Village-Morogoro-Kilosa-Msowero-Msowero","Ward-Morogoro-Kilosa-Msowero","District-Morogoro-Kilosa",2019-05-05,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","unknown","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"unknown",2019-05-05,2019,5,124,17,136,"2019-5","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"paralysis,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"uuid:b555ac11-8ab7-4971-987d-b39d3b08b7ef",NA,"Mtwara","Tandahimba","Tandahimba","Matogoro","Village-Mtwara-Tandahimba-Tandahimba-Matogoro","Ward-Mtwara-Tandahimba-Tandahimba","District-Mtwara-Tandahimba",2019-05-04,"in_person","yes","dog",NA,1,1,"none",NA,"not_owned","adult","unknown","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"suspicious_for_of_rabies",2019-05-04,2019,5,123,17,135,"2019-5","Suspect","Not altered","2018-06-01","aggressive,not_provoked",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b5997965-1ac2-4845-8917-ffbb2b3668d5",NA,"Morogoro","Morogoro Urban","Kihonda","Kihonda 'B'","Village-Morogoro-Morogoro Urban-Kihonda-Kihonda 'B'","Ward-Morogoro-Morogoro Urban-Kihonda","District-Morogoro-Morogoro Urban",2019-02-04,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw","normal_behaviour","healthy",2019-02-04,2019,2,34,14,46,"2019-2","Healthy","Correction Spreadsheet","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b5ebf141-d646-4b4e-9cee-405cab66c151",NA,"Lindi","Ruangwa","Ruangwa","Mchangani","Village-Lindi-Ruangwa-Ruangwa-Mchangani","Ward-Lindi-Ruangwa-Ruangwa","District-Lindi-Ruangwa",2018-12-19,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","normal_behaviour","healthy",2018-12-19,2018,12,352,12,352,"2018-12","Healthy","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b6027f61-f638-44f6-bd24-1a2a0fce5200",NA,"Morogoro","Morogoro Urban","Mwembesongo","Mwembesongo","Village-Morogoro-Morogoro Urban-Mwembesongo-Mwembesongo","Ward-Morogoro-Morogoro Urban-Mwembesongo","District-Morogoro-Morogoro Urban",2019-04-09,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker","eating,normal_behaviour","unknown",2019-04-09,2019,4,98,16,110,"2019-4","Suspect","Not altered","2018-08-01",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b64a25c7-4cf1-4840-bf01-5c18fbef85b0",NA,"Morogoro","Morogoro Urban","Boma","Forest Nhc","Village-Morogoro-Morogoro Urban-Boma-Forest Nhc","Ward-Morogoro-Morogoro Urban-Boma","District-Morogoro-Morogoro Urban",2019-06-19,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","juvenile","female","no",NA,"no","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"sick_not_rabies",2019-06-19,2019,6,169,18,181,"2019-6","Healthy","Not altered","2018-08-01","approching_the_dog",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"abnormal_vocalization,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b65bed0f-baf7-431a-87ea-ac74bfec8e5c",NA,"Mara","Serengeti","Mbalibali","Koreri","Village-Mara-Serengeti-Mbalibali-Koreri","Ward-Mara-Serengeti-Mbalibali","District-Mara-Serengeti",2019-03-27,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure,suspect_rabid_animals",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2019-03-27,2019,3,85,15,97,"2019-3","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"abnormal_vocalization,dullness,excessive_salivation,paralysis,restlessness,running_without_reason,unprovoked_aggression",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"uuid:b6ff5d01-beb7-4c9f-8d88-b6dbb298b873",NA,"Lindi","Kilwa","Kivinjesingino","Singino","Village-Lindi-Kilwa-Kivinjesingino-Singino","Ward-Lindi-Kilwa-Kivinjesingino","District-Lindi-Kilwa",2019-01-29,"in_person","yes","dog",NA,1,1,"none",NA,"owned","juvenile","male","no",NA,"yes","dead","killed_by_owner","no","decomposed",NA,NA,NA,NA,NA,NA,"victim_has_rabies",NA,"health_worker",NA,"suspicious_for_of_rabies",2019-01-29,2019,1,28,13,40,"2019-1","Suspect","Not altered","2018-07-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"restlessness,unprovoked_aggression",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b76e806a-dada-4b8e-8557-99a8b1c18ca1",NA,"Morogoro","Ulanga","Lupiro","Lupiro","Village-Morogoro-Ulanga-Lupiro-Lupiro","Ward-Morogoro-Ulanga-Lupiro","District-Morogoro-Ulanga",2019-06-14,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-06-14,2019,6,164,18,176,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"abnormal_vocalization,running_without_reason,unprovoked_aggression",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b799f22f-e3bb-4b5e-86f4-61ad1e8d5b37",NA,"Morogoro","Ulanga","Lupiro","Lupiro","Village-Morogoro-Ulanga-Lupiro-Lupiro","Ward-Morogoro-Ulanga-Lupiro","District-Morogoro-Ulanga",2019-07-10,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian",NA,"suspicious_for_of_rabies",2019-07-10,2019,7,190,19,202,"2019-7","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b7b10dad-d257-45da-90c8-f8bdc1e09396",NA,"Morogoro","Morogoro Urban","Bigwa","Bigwa Barabarani","Village-Morogoro-Morogoro Urban-Bigwa-Bigwa Barabarani","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-06-24,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2019-06-24,2019,6,174,18,186,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"dullness,unprovoked_aggression",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b8a32048-8570-421d-b36f-15725fd4c90e",NA,"Morogoro","Kilosa","Ulaya","Ulaya Mbuyuni","Village-Morogoro-Kilosa-Ulaya-Ulaya Mbuyuni","Ward-Morogoro-Kilosa-Ulaya","District-Morogoro-Kilosa",2018-08-16,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","unknown","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"unknown",2018-08-16,2018,8,227,8,227,"2018-8","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b8c45620-d5a6-444c-9ebd-588e08e5627b",NA,"Lindi","Kilwa","Kipatimu","Mkarango","Village-Lindi-Kilwa-Kipatimu-Mkarango","Ward-Lindi-Kilwa-Kipatimu","District-Lindi-Kilwa",2019-05-16,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","female","no",NA,"no","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw","normal_behaviour","sick_not_rabies",2019-05-16,2019,5,135,17,147,"2019-5","Healthy","Not altered","2018-07-01","running",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"lots_of_dogs",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b8d17907-faac-4214-95d6-d90eb6820ed8",NA,"Morogoro","Morogoro Urban","Boma","Forest Hill","Village-Morogoro-Morogoro Urban-Boma-Forest Hill","Ward-Morogoro-Morogoro Urban-Boma","District-Morogoro-Morogoro Urban",2019-06-24,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","adult","male","no",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"hc_or_hw",NA,"suspicious_for_of_rabies",2019-06-24,2019,6,174,18,186,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"dullness,unprovoked_aggression",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b8d7a1be-59c3-44c7-8079-7d1fdc7aafa2",NA,"Mtwara","Masasi","Mchauru","Mchauru","Village-Mtwara-Masasi-Mchauru-Mchauru","Ward-Mtwara-Masasi-Mchauru","District-Mtwara-Masasi",2019-01-18,"phone_consultation","yes","dog",NA,1,1,"none",NA,"not_owned","adult","female","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"veterinarian","normal_behaviour","unknown",2019-01-18,2019,1,17,13,29,"2019-1","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"running_without_reason",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"uuid:b93d491d-d830-44a1-a4f1-901cc97c6885",NA,"Morogoro","Morogoro Urban","Bigwa","Bigwa Barabarani","Village-Morogoro-Morogoro Urban-Bigwa-Bigwa Barabarani","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-06-28,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","juvenile","unknown","no",NA,"yes","alive",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"sick_not_rabies",2019-06-28,2019,6,178,18,190,"2019-6","Healthy","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"on_owners_property",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"running_without_reason,unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b9e3bfc8-2cff-47a6-83d8-4952669b56a4",NA,"Morogoro","Morogoro Urban","Bigwa","Bigwa Barabarani","Village-Morogoro-Morogoro Urban-Bigwa-Bigwa Barabarani","Ward-Morogoro-Morogoro Urban-Bigwa","District-Morogoro-Morogoro Urban",2019-06-26,"phone_consultation","yes","dog",NA,1,1,"none",NA,"owned","adult","male","unknown",NA,"yes","disappeared",NA,"no","not_applicable",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"community_member",NA,"suspicious_for_of_rabies",2019-06-26,2019,6,176,18,188,"2019-6","Suspect","Not altered","2018-08-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"uuid:b9f0fe87-eb26-4b98-b761-0f3e81e5a4ba",NA,"Mara","Musoma","Bwasi","Kome","Village-Mara-Musoma-Bwasi-Kome","Ward-Mara-Musoma District Council-BWASI","District-Mara-Musoma District Council",2019-07-11,"phone_consultation","yes","dog",NA,1,1,"none",NA,"unknown","adult","unknown","unknown",NA,"no","disappeared",NA,"no","animal_disappeared",NA,NA,NA,NA,NA,NA,"human_exposure",NA,"health_worker",NA,"suspicious_for_of_rabies",2019-07-11,2019,7,191,19,203,"2019-7","Suspect","Not altered","2018-06-01","not_provoked",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"from_unknown_place",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"unprovoked_aggression",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
